PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,target
-1.8995726378890956,-0.6634967129435089,-4.162038324062809,-2.0167078753129246,-0.26959754119518076,0.18525655102361152,-1.1681148269598791,0.6900886823322704,1.0014355927945289,1.1758661229401772,0.031105516988623298,-0.6718294639225731,0.771176172247839,-0.16623602421403103,-0.868694578530635,-0.025752473614528253,0.06389947066031244,0.24611787831862844,-0.49507995060488236,-0.19587344578417248,-0.023337229333374856,0.8319117044388885,-0.41587405591209337,0.63554376980728,-0.7835302747556312,0.6484653273638732,0.13021790397851482,-0.3062932312946706,-0.12943710108826223,0.05401859853389032,0
-0.6099239107269224,0.46956522303621545,4.076559329096112,1.563814257134094,-1.2731542245539487,-0.6796184601486411,1.3815351561415268,-0.47980981639037795,0.3846153912611337,0.4955744904938164,0.7560079003989886,1.3409251592841525,-0.07922634645485749,0.6126890049291647,0.5504715399143089,-0.4911389182694985,-0.1571692364382917,0.03762461550667511,-0.12497767859485172,0.5923600337810382,0.645881654223759,0.5118176629995773,0.4021615536328284,-0.19500417431844333,1.062649304023777,-0.1720208320035947,0.8179128406392592,1.5619635168985553,0.0410192253578338,0.7114366631492834,1
-1.3209400611667992,-0.6333906999408826,2.9950392873975007,1.7835465742166219,-1.95052041710386,1.0722829332448836,-0.8390997757725418,1.3135359987402515,0.835850159732768,0.9402647598217918,0.6724428359897268,-2.958717551302884,-1.2744007129500086,0.2794698140418027,0.3968167968233477,-1.7455778460852636,-0.18486140213006227,-1.0500641639421695,0.7479143358187852,0.5985891909859827,-0.7571761926610365,-0.5572874416733882,1.2813027259259868,-0.7129159903746176,-0.5785894523400502,0.30803720935259377,-0.2047995313564366,-0.6924727809436674,0.18313181158152425,-0.4797596227345246,2
2.907607496217769,-0.6309597538651075,-0.8366275252848151,2.336291773761631,-0.24865059327684066,0.6452738374994403,1.0275718733514223,-0.9175276461137184,-1.4366658812934026,0.5166089984803527,-0.6080542920226559,0.9718071314370825,-0.1745897833443316,-0.06917030971959236,0.3237889717093074,0.9209595195597199,-0.8782177306879215,1.1367108401532273,-1.0734648755268188,0.784117344469663,0.5406178868781483,0.3568887655342389,-0.14090931005787655,1.0466639966353004,-0.03610323649747085,-0.34043719621612706,-0.5755834900027147,0.28900237053267896,-0.6906100177955236,0.2032766667095159,3
-4.508416765267365,-1.3096970659612792,0.9710594252444468,1.211752158965309,-1.3666659151742067,0.6318150397342485,0.9787363074465967,-1.6070459678236755,-0.6477395610354963,0.30972661878836405,-2.460704591085357,-1.0053760296020464,0.49719912328784005,0.7610383117139704,-0.5754837056108494,0.30860232872444515,0.47778420024860563,0.32643307142827765,-1.5931535776824992,0.05811463044532948,0.6135542585382058,0.43539189802444844,-0.5360563564356519,1.175031340566584,0.6836013213808824,-2.074937307187503,-0.8878929768786559,-0.8010609941929493,0.22514855051813099,-0.7636538404457975,4
1.2262119135163356,-0.851353148725806,-1.6184941230093428,2.462703351318758,-0.48677489549049524,0.431616890477378,0.8353300671321571,-1.111898248039813,0.15452638224053822,1.8720817896435318,0.6242241226892966,2.0887741349556626,2.057566404538093,-0.4291904986026131,-0.8060384966641245,1.0369251750181445,-1.3977013668730673,0.9753529706727537,0.5289582694480279,-1.7434174632871533,-0.8967988805139737,0.5848127387176454,-0.7092200104564785,-0.07945752029562342,-0.30311072749517165,1.1608056722222775,-0.7335428462214502,-0.6651221463137037,-0.1462019772669751,0.4247189233524029,5
-1.3424421634840633,-3.2730353153131935,2.533258214435365,-0.028023046013129195,0.5835921113500366,-0.2174363797170997,0.48108008328664764,-1.0542642426337319,-0.11874891746052091,0.6102858964631838,1.6617080703806941,-0.3984916744275652,-0.4865286383589847,-0.6323942769833751,0.3210630130597558,0.1693822006412373,-0.13429884222295943,-0.4939748555006385,-1.3377518924348966,-0.7990617868942572,0.9936628942646533,0.24412420248423838,-0.5856897634556145,-0.36246706085189323,0.09415546288966041,-1.5348070439240893,-0.6352303975200085,0.3536495088580102,-0.25589556698974497,0.013638802785720154,6
-0.7688644439801987,5.334438773243873,1.2254184789088411,-0.6421780327142764,0.8043435788481756,-0.7586600049306962,-1.5422705957299505,0.6476808586007587,-1.572832300131427,-2.2752665091762228,-0.3368050860992568,-2.05648963800842,-0.7652930825304955,0.42296360511192793,-1.6775762545301809,-0.8789427004003801,-0.9350933973077987,0.40036507121140325,-0.41567574541043883,-0.3525510099120728,-1.081829531791535,-1.2659484779025227,-0.6397203850444605,1.086899660113278,-0.15693727642947553,-0.12497229268586914,0.9394216114602549,1.9140042404973518,-0.23006399124072643,-0.07472807423360654,7
1.0670785576604662,-0.56559827712262,-0.11170896857381388,1.0755783657566842,-0.5359900419414542,0.6070555066657284,-0.912069194967142,0.04922700142591897,-0.5768298146585386,1.4448727184344026,1.0328707493931129,-0.22424251939997003,-0.5033761736495121,-1.1589114116842774,-1.5089423940729263,0.6276813036802349,1.7488070193398593,-0.5206517758051591,1.405903675247641,-1.140888895451693,0.17346212646320883,0.023384001843522472,-1.1501539062800257,0.10316101471207585,0.07390808054183681,0.41827506189524327,-0.07020552066750559,-1.3172263468194583,-0.6498551053094872,0.8021844097738083,8
0.5480640045755043,-0.5943236762216273,-1.6836560302586023,0.8360933623665989,-0.024223834149835026,-0.7399762938189504,0.4058279788625637,-0.5606070356600905,-0.26247392679201303,0.5680779520715233,0.12744806406459444,1.8691086991043402,1.1273748729978212,0.9804578229608301,-0.6194328337957312,0.8159389230686956,-0.8359414128527256,0.13962550493693102,1.2570770603154873,-1.9817970929368875,-1.1630472963099223,0.40851565195597017,-2.2304192864774643,-0.4408842692728466,-0.5712491235694053,1.1862889377765675,0.08705623573084843,-1.97320290373499,0.13815806785541807,-0.09271303531364959,9
-3.3906911918583065,-0.4629108549182551,-2.3787956088241637,-1.5154771688015705,-0.08607674034569926,-0.4582433908415961,-0.7673127889436325,0.35816639659044486,0.423259983702247,0.8624746068265522,1.3118187770790128,-1.2536824432916314,0.6380109397681978,-0.30289814681879684,-0.3911693586158057,-1.3330778528893255,0.4133716258628715,-0.6075335697009518,-1.3199855438264905,-0.6405189780002617,1.1588888083210418,-0.03078275666302738,-0.06208881003259101,0.4180623794437062,-0.39435311393572814,0.013851392717955649,-0.5483075627947881,0.008870251922200367,0.11312338359871031,-0.2347641181553247,0
-2.240723277483123,1.832687919931635,1.9711601689907532,4.577284973296086,-2.4345007371974225,0.05936328835745971,2.3665891920581887,-1.817163469735484,0.1982682838238225,-0.5129724550369147,-0.24374195497369672,-0.6623058122032726,-0.30631409718476144,0.4324527452484747,0.18314090926238902,-0.7319523934395789,0.6294533158548175,-0.6775743976339658,-0.1421041883566549,0.5256978041313162,-0.5967404847618303,-0.36309283940276643,-1.242743247173684,-0.15068656272010944,0.3404977079973036,-0.3929789623700045,0.08023768886606904,0.058213987342994156,0.22104862625789629,-0.026016070822717598,1
